n_rules,last_rule,marginal_fraud,precision,recall,n_flagged,n_fraud_hit,n_fraud_total,lift
1,Merchant Fraud Propensity > 0.00 AND Transaction Success = Yes,34,0.0076,0.9444,4493,34,36,4.79
